slug,id,cuisine,stars,count,where,available,sold-out
santo-bruklin,10729,Fusion,4.80,1271,Carroll Gardens,120,0
krupa-grocery,53378,New American,4.83,1258,Windsor Terrace,20,0
coletta,58982,Vegan,4.77,1248,New York,59,1
nubiani,60933,Korean,4.83,1169,Herald Square,184,0
fradei,49753,European,4.83,1168,Fort Greene,15,0
le-fond,1191,French,4.76,1163,Greenpoint,15,0
greenpoint-fish-and-lobster-co,52205,Seafood,4.77,1159,Greenpoint,29,0
al-di-la-trattoria,53693,Italian,4.79,1122,Park Slope,26,0
top-quality,32439,Mexican,4.75,1108,Hunters Point,25,0
bo-peep-cocktail-and-highball-store,51236,American,4.83,1099,Midtown,21,0
ardesia-wine-bar,36590,American,4.83,1059,Hell's Kitchen,30,0
sushizo-hanare,1359,Japanese,4.80,906,Midtown East,10,0
the-chemistry-room-by-sushi-lab,54290,Sushi,4.75,794,Midtown,38,0
stone-park-cafe,3819,American,4.75,675,Park Slope,0,0
agis-counter,59469,European,4.81,647,Crown Heights,20,0
sushi-blossoms,59048,Sushi,4.75,634,New York,13,0
karczma-polish-restaurant,51649,Polish,4.83,604,Greenpoint,30,0
j-bespoke,6105,American,4.79,560,Nomad,7,0
cote,35676,Korean,4.75,553,Chelsea,0,30
rucola-restaurant,50791,Italian,4.75,539,Boerum Hill,0,30
takumen,33632,Japanese,4.79,534,Long Island City,30,0
el-pinguino,58513,Seafood,4.77,486,Brooklyn,14,0
sama-street,6905,Asian,4.82,469,Greenpoint,25,0
franchia,65282,Vegan,4.82,451,Murray Hill,30,0
dinner-party,60228,New American,4.79,433,Fort Greene,11,7
the-franklin-nj,9849,American,4.78,432,Jersey City Heights,15,0
turntable-lp-bar-and-karaoke,38015,Korean Gastropub,4.77,425,Midtown West,60,0
sobre-masa,60200,Mexican,4.75,419,East Williamsburg,52,0
oita-nyc,58607,Japanese,4.79,394,Park slope brooklyn,25,0
patsys-pizza,28931,Pizza,4.77,385,Downtown,61,0
coast-and-valley,6163,New American,4.76,366,Greenpoint,37,0
san-giuseppe,26697,Italian,4.78,325,North End Hoboken,22,2
ostudio,60371,Natural Wine,4.79,303,Bed-Stuy,82,3
sam-sunny,65463,Korean,4.75,261,Kips Bay,61,0
the-landing-at-penn-1,58864,American,4.78,256,Midtown,20,2
insa-karaoke-room,468,Korean,4.81,222,Gowanus,42,4
macosa-trattoria,60889,Italian,4.76,201,Bed-Stuy,12,0
lucali-ny,54876,Pizza,4.83,190,Brooklyn,0,0
bar-orai,60411,Japanese,4.77,186,Midtown East,10,0
ishi-omakase-and-premium-sake,66703,Japanese,4.83,169,Park Slope,18,0
kimura,68790,Japanese,4.76,164,East Village,30,0
alma-negra,60050,Mexican,4.78,162,Park Slope,36,1
madame-george,65524,Cocktail Bar,4.78,151,New York,15,2
house-brooklyn,65546,French,4.83,150,Greenpoint,15,20
fob-brooklyn,64116,Filipino,4.75,145,Carroll Gardens,16,0
arora,65369,Cocktail Bar,4.77,144,Upper East Side,65,1
greywind,65357,Local,4.76,139,Hudson Yards,22,0
hupo,64548,Szechuan,4.80,132,Long Island City,30,0
alberts-bar,66837,Cocktail Bar,4.77,116,Midtown,30,0
tappo,67403,Pizza,4.78,112,Flatiron / Chelsea,90,0
baciccia-pizza-e-cucina,66763,Italian,4.83,110,Brooklyn,14,0
ddobar,68098,Korean,4.83,95,Chelsea,14,1
fushimi-time-square,69162,Japanese,4.78,92,New York,30,0
johnny-pepperoni,59826,Italian,4.79,89,Hoboken,60,0
earthen,65286,Vegan,4.76,85,Park Slope,26,0
yakitori-torishin-select-counter,65382,Japanese,4.80,82,Hell's Kitchen,20,5
hana-makgeolli,68754,Korean,4.85,80,Greenpoint,5,3
the-purple-tongue,69214,International,4.83,79,New York,366,0
fragole-ristorante,53093,Italian,4.79,79,Carroll Gardens,61,0
caviar-russe-nyc,69452,Seafood,4.79,73,Midtown,294,0
the-consulate-midtown,68780,French - American,4.76,72,New York Midtown,90,0
il-mulino-ny,69192,Italian,4.81,59,Greenwich Village,365,0
we-got-company,37479,Cocktail Bar,4.76,55,Williamsburg,0,0
good-thanks,68382,Australian,4.79,49,Williamsburg,25,0
rice-x-beans-hells-kitchen,65220,Brazilian,4.82,46,Hell's Kitcken,29,1
candle,70796,Vegan & Plant-based,4.77,45,Gramercy/Murray Hill,61,0
dicksons-farmstand-meats,51237,Steakhouse,4.75,32,Chelsea,0,152
hane-sushi,69831,Japanese,4.75,29,Stuyvesant Town,7,0
kanahashi,59637,Japanese,4.76,26,Greenpoint,80,0
fornino-greenpoint,69667,Pizza,4.8,25,Greenpoint,51,0
bourbon-and-branch,70307,New American,4.84,19,Midtown West,59,1
daltons-bar-and-grill,67242,American,4.75,12,New York,29,1
friends-and-lovers,51558,Cocktail Bar,4.77,9,Crown Heights,0,0
llama-inn,571,Peruvian,4.70,18652,Williamsburg,30,0
misi,3015,Italian,4.72,18546,Williamsburg,1,27
atoboy,587,Korean,4.70,17880,NoMad,20,10
olmsted,1124,American,4.71,17867,Prospect Heights,19,1
oxomoco,2601,Mexican,4.74,12964,Greenpoint,22,8
cookshop,5230,American,4.73,12854,Chelsea,30,0
peak,10087,American,4.73,12490,Hudson Yards,22,1
ci-siamo,54724,Italian,4.71,10849,Midtown West,28,0
claro,1621,Mexican,4.72,9577,Gowanus,27,2
chez-ma-tante,1220,French,4.73,9417,Greenpoint,28,1
her-name-is-han,1010,Korean,4.73,8981,Midtown,30,0
fausto,1866,Italian,4.74,8553,Prospect Heights,20,0
avra-madison,54578,Greek,4.74,7362,Midtown,30,0
the-bar-room-at-the-modern,7295,American,4.74,7205,Midtown,27,0
emmy-squared,486,Pizza,4.72,7193,Williamsburg,31,0
le-pavillon,50955,French,4.69,7145,Midtown,26,1
emily,405,Pizza,4.73,7101,Clinton Hill,29,1
sushi-yasuda,3770,Sushi,4.65,6738,Midtown East,13,0
le-bilboquet-ny-llc,10665,French,4.67,5759,Upper East Side,184,0
di-an-di,2727,Vietnamese,4.73,5241,Greenpoint,10,0
karasu,519,Japanese,4.67,5181,Fort Greene,25,0
frankies-spuntino,650,Italian,4.68,5137,Carroll Gardens,14,0
la-pecora-bianca-midtown,29886,Italian,4.65,5091,Midtown East,30,0
ps-kitchen,5856,Vegan,4.69,4869,Theater District,90,0
xixa,708,Mexican,4.69,4076,Williamsburg,30,0
avra-48thstreet,54475,Greek,4.69,3992,Midtown East,45,0
morso-restaurant,3691,Italian,4.73,3680,Sutton Place,363,0
st-anselm,32467,Steakhouse,4.73,3629,Williamsburg,30,0
44andx-hells-kitchen,7433,American,4.69,3588,Hell's Kitchen,60,0
fresco-by-scotto,51238,Italian,4.72,3492,Midtown East,32,0
walters,653,American,4.67,3460,Fort Greene,30,0
diner,2038,American,4.68,3364,Williamsburg,21,0
victors-cafe,46970,Cuban,4.72,3233,Midtown West,313,0
speedy-romeo-bk,469,Pizza,4.66,3211,Clinton Hill,30,0
monkey-bar-nyc,60058,American,4.74,3195,Midtown East,14,0
yoon-haeundae-galbi,49338,Korean,4.67,3154,Midtown,30,0
locanda-vini-and-olii,927,Italian,4.72,3145,Clinton Hill,30,0
the-grill-ny,10389,Steakhouse,4.70,3131,Midtown East,27,0
insa,450,Korean,4.68,2989,Gowanus,19,1
bonnies,54591,Chinese,4.70,2868,Williamsburg,10,2
mels,58524,Pizza,4.69,2822,Chelsea,29,0
barbes-restaurant,5210,Mediterranean,4.70,2781,Hoboken,30,0
peter-luger-steak-house,4287,Steakhouse,4.66,2618,Williamsburg,13,18
the-ragtrader,43594,American,4.66,2385,Midtown,30,0
the-orchard-townhouse,8275,American,4.66,2383,Chelsea,21,0
littlemad,52416,New American,4.68,2313,NoMad,30,0
orale-mexican-kitchen,3682,Mexican,4.65,2265,Hoboken,77,0
izakaya-mew,30189,Japanese,4.71,2253,Midtown,6,1
osamil,5399,Korean Gastropub,4.66,2111,Korea Town,30,0
take31,5225,Korean,4.68,1773,Nomad,30,0
maki-kosaka,33926,Sushi,4.72,1658,FlatIron,25,0
hyun,9694,Korean,4.74,1639,Midtown,204,4
sagaponack,36910,Seafood,4.73,1570,Flatiron,60,0
fulgurances-bk,50956,International,4.72,1503,Greenpoint,20,1
juban,1285,Japanese,4.71,1455,Chelsea,12,0
the-raines-law-room-at-the-william,8283,Cocktail Bar,4.65,1397,Midtown East/Murray Hill,15,3
the-lambs-club,55519,Contemporary American,4.66,1344,Theater District / Times Square,29,1
okdongsik,66350,Korean,4.71,1325,New York,12,0
pepe-giallo,50277,Italian,4.73,1232,Chelsea,14,0
TOWA,59063,Japanese,4.73,1009,"NoMad, Manhattan",30,0
hakata-ton-ton,64787,Japanese,4.65,894,Koreatown,29,1
antidote,60192,Chinese,4.68,892,Brooklyn,40,0
mojo-omakase,56588,Japanese,4.72,815,New York,60,0
beyond-sushi,42570,Vegan,4.72,810,Midtown,60,0
lysee,64549,Dessert,4.74,774,Gramercy Park,16,5
chez-zou,59618,Cocktail Bar,4.73,765,Chelsea,6,0
tia-pol,55569,Tapas,4.73,736,Chelsea,12,0
the-parlour-room,54644,New American,4.68,735,New York,30,0
banc-cafe,50425,New American,4.69,719,Murray Hill,15,0
cull-and-pistol,52635,Seafood,4.74,707,Chelsea,29,1
calle-dao-bryant-park,10675,Cuban,4.65,702,Bryant Park,60,0
achilles-heel,37294,American,4.74,687,Greenpoint,30,0
txikito,59542,Basque,4.69,646,Chelsea,14,0
gabriel-kreuther,10401,French,4.69,644,"Bryant Park, Theater District",27,0
anixi,67889,Vegan & Plant-based,4.72,619,New York,90,0
riverpark-nyc,37437,American,4.66,580,Kips Bay,21,0
sanyuu-west,58894,Sushi,4.71,550,New York,25,0
tir-na-nog-bar-and-grill,54364,American,4.73,539,Midtown,30,0
jajaja-mexicana-williamsburg,52803,Vegan & Plant-based,4.65,531,Williamsburg,30,0
mizu-sushi,32915,Sushi,4.66,492,Flatiron District,15,0
ipanema,53412,Brazilian,4.65,455,Midtown,0,0
planta-williamsburg,64731,Vegan & Plant-based,4.74,422,Williamsburg,30,0
seoul-salon,69593,Korean,4.70,270,Koreatown,10,0
coopers-craft-and-kitchen-chelsea,43199,American,4.66,245,Chelsea,29,1
discolo,65403,Cocktail Bar,4.67,214,West Chelsea,3,1
foxy-johns-bar-and-kitchen,7505,American,4.67,203,Midtown East,60,0
periyali,64961,Greek,4.71,121,Flatiron,30,0
the-gem-saloon,55712,American,4.72,121,New York,6,1
vezzo,67401,Pizza,4.72,104,New York,30,0
press-club-grill,67646,American,4.65,101,Midtown,60,0
factory-380,59583,American,4.67,94,New York,61,0
zou-zous,59617,Mediterranean,4.66,84,Upper Chelsea,0,0
omomo,10018,Japanese,4.66,51,Midtown,0,0
cornelius-restaurant-grand-central,65416,American,4.66,50,New York,26,0
peppercorn-station,60104,Chinese,4.66,45,Bryant Park,60,0
spice-symphony-31st-lexington,60649,Indian,4.67,40,"Murray Hill, Kips Bay, Midtown East, Curry Hill",30,0
royal-35-steakhouse,66542,Steakhouse,4.65,35,New York,60,0
hidden-leaf,70553,Southeast Asian,4.65,20,Midtown West,51,1
chi-restaurant-and-bar,68047,Chinese,4.7,20,Garment District,2,0
beyond-meat-and-gregorys-6th-ave,46978,Breakfast,4.66,18,New York,0,0
benny-johns,70267,Steakhouse,4.72,11,New York,92,0
flatiron-wines-and-spirits,27175,Wine,5.0,1,Flatiron,0,0
neighborhood-hero,5231,American,5.0,None,Gramercy,0,0
sunday-in-brooklyn,756,American,4.58,17834,Williamsburg,30,0
rezdora,5771,Italian,4.64,16935,Flatiron District,19,11
estiatorio-milos-hudson-yards,4970,Mediterranean,4.60,10704,Hudson Yards,120,0
upland,8338,American,4.61,9448,Gramercy,28,0
la-pecora-bianca-nomad,26699,Italian,4.58,7632,NoMad,30,0
cosme,35675,Mexican,4.58,7055,Flatiron,57,2
planta-queen-nomad,51656,Vegan & Plant-based,4.62,6686,Nomad,30,0
la-pecora-bianca-bryant-park,9982,Italian,4.56,5344,Bryant Park,30,0
debajo,1540,Tapas,4.61,4937,NoMad,30,0
marks-off-madison,42398,Italian,4.63,4230,Madison Square Park,12,0
sakagura,2941,Japanese,4.63,4022,Midtown East,24,0
whitney-studio-bar,4341,Italian,4.60,3668,,0,0
tak-room,3625,American,4.62,3296,Hudson Yards,0,0
yakitori-nonono,28460,Japanese,4.62,2637,Nomad,60,0
boqueria-flatiron,27218,Tapas,4.57,2410,Flatiron,60,0
cafe-china,59237,Chinese,4.58,1937,New York Midtown,59,1
lamalo,6511,Middle Eastern,4.55,1857,NoMad,17,0
willow,48995,Vegan,4.60,1653,Chelsea,60,0
12-chairs-cafe,4956,Israeli,4.57,1593,Williamsburg,45,0
cucina-alba,64842,Italian,4.61,1568,Chelsea,11,3
street-taco,32211,Mexican,4.63,1534,Gramercy,4,10
worthwild,6713,American,4.56,1480,Chelsea,14,0
pennsylvania-6-nyc,5827,American,4.58,1459,Chelsea,14,0
el-rio-grande,1740,Mexican,4.63,1458,Murray Hill,213,0
le-marais,54981,French,4.58,1382,Theater District/Times Square,78,1
empire-diner-nyc,52909,American,4.60,1317,West Chelsea,365,0
le-fanfare,6076,Italian,4.64,1315,Greenpoint,153,0
rosemarys-east,51293,Italian,4.62,1272,Stuytown,92,0
joomak-banjum,52539,Korean,4.56,1232,Nomad,23,0
hav-and-mar,60915,Seafood,4.55,1230,Chelsea,38,7
calle-dao-chelsea,10674,Cuban,4.63,1112,New York,60,0
robertas-domino-park,50943,American,4.60,1080,Williamsburg,30,0
mala-project-bryant-park,6409,Chinese,4.56,1004,Midtown West,29,1
junglebird,39604,Cocktail Bar,4.59,999,Chelsea,13,1
porchlight-nyc,50808,Cocktail Bar,4.57,951,Hudson Yards,8,0
elmo,55520,American,4.63,904,New York,32,0
tara-rose,50750,American,4.59,889,Rose Hill,180,0
palpal,59064,Korean,4.59,824,NoMad,30,0
shinji,64944,Cocktail Bar,4.60,727,Flatiron,15,0
barbenno,7003,French,4.60,699,NoMad,0,0
benno-restaurant,6989,French,4.60,614,NoMad,0,0
pastai,9811,Italian,4.55,613,Chelsea,30,0
5398,5398,Cocktail Bar,4.59,587,Korea Town,24,1
ulivo-trattoria-pastificio,49937,Italian,4.60,587,Nomad,59,0
sabai,37895,Thai,4.56,582,Flatiron,24,0
steak-frites,67869,French,4.60,579,Midtown West,366,0
omakase-by-teisui,6235,Sushi,4.61,567,Nomad,0,0
cask-bar-and-kitchen,10582,American,4.62,564,Murray Hill,92,0
koloman,69663,French,4.64,527,NoMad,27,1
21-greenpoint,41972,New American,4.61,492,Greenpoint,20,0
juniper-bar-and-grill,10627,American,4.63,471,Midtown West,90,0
longo-bros,43937,Italian,4.59,469,Hell's Kitchen,30,0
new-wonjo,10305,Korean,4.64,453,Koreatown,30,0
hardings,10361,American,4.56,434,Flatiron,64,0
ushiwakamaru,7355,Sushi,4.61,379,Chelsea,78,0
oldays-coffee-nyc,64883,Brunch,4.60,374,"Nomad, NYC",91,1
stretch-pizza,54764,Pizza,4.63,333,Flatiron District,18,0
scarpetta-nyc,35688,Italian,4.57,323,NoMad,30,0
adas-place,3034,Cocktail Bar,4.63,297,Hudson Yards,41,0
bar-americano,65633,Cocktail + Wine Bar,4.63,280,Greenpoint,14,0
giorgios-of-gramercy,40209,New American,4.59,271,Flat/Gramercy,180,0
feile,51225,American,4.64,244,Midtown,30,0
ocabanon,59979,French,4.57,242,Chelsea,332,0
greenpoint-fish-at-threes,55244,American,4.60,203,Greenpoint,14,0
maggies-place,54657,Irish,4.57,202,Midtown,29,1
leroys-american-bistro,60413,New American,4.60,175,Greenpoint,18,0
la-devozione,55740,Italian,4.56,166,Chelsea,0,0
bella-union,55710,American,4.62,163,New York,30,0
printers-alley-nyc,38097,American,4.57,148,Times Square,92,0
soju-haus,64942,Korean Gastropub,4.55,127,New York,7,0
the-neighborhood-series,5016,American,4.62,87,Gramercy,0,0
accanto,69857,Italian,4.56,53,Chelsea,8,2
ramerino-prime,64835,Italian,4.56,44,Midtown,30,0
shogun-omakase,71016,Japanese,4.56,39,Midtown,31,0
5ive-spice-gramercy,69009,Vietnamese,4.59,32,Gramercy,7,0
anchor-restaurant,66455,American,4.64,25,Boothbay Harbor,0,0
la-bergamote-chelsea,66451,French,4.6,5,Chelsea,13,0
bryant-park-grill,1732,American,4.50,11022,Midtown,28,2
legacy-records,2030,Italian,4.47,6108,Hudson Yards,30,0
bathtub-gin,1245,Cocktail Bar,4.46,4909,Chelsea,29,1
boqueria-w40th-st,26739,Tapas,4.48,4052,Midtown West,60,0
cafe-el-presidente,108,Mexican,4.54,4032,Nomad,29,1
cafe-un-deux-trois,9908,French,4.47,3521,Times Square,87,0
dear-irving-on-hudson,4570,Rooftop Lounge,4.51,2979,Times Square/Hell's Kitchen,10,4
izakaya-nomad,1417,Japanese,4.47,2130,Flatiron,26,0
tabernacle-steakhouse,50173,Steakhouse,4.54,1951,Midtown,22,0
ume,36113,Sushi,4.51,1934,Williamsburg,25,0
mercato-trattoria,40733,Italian,4.45,1906,Hell's Kitchen,30,0
little-alley,1931,Chinese,4.48,1883,Murray Hill,30,0
the-campbell,53050,Cocktail Bar,4.51,1838,Grand Central Station,22,0
sarashina-horii-nyc,53203,Japanese,4.47,1728,Gramercy,14,0
il-fiorista,7260,Italian,4.49,1538,NoMad,28,2
the-skylark,52920,Rooftop Lounge,4.49,1514,Midtown South,10,0
coby-club,50900,Cocktail Bar,4.47,1229,Chelsea,12,0
sweetbriar,54318,American,4.47,1159,NoMad,61,0
the-cuban-restaurant-and-bar,6400,Cuban,4.47,1151,Hoboken,30,0
thyme-bar,10200,Cocktail Bar,4.45,978,Flatiron,32,6
comodo,54639,Latin American,4.49,977,New York,14,0
zizi,40658,Mediterranean,4.54,930,Chelsea,51,0
seamores-chelsea,59702,Seafood,4.47,669,Chelsea,60,0
piggyback-nyc,53739,Asian,4.54,605,Midtown West / Chelsea,128,1
sereneco,53172,New American,4.50,593,Greenpoint,29,0
bacan,47376,Italian,4.47,516,Williamsburg,52,0
the-copper-still-chelsea,49283,American,4.49,472,Chelsea,60,0
the-gallery-nyc,44105,Japanese,4.50,459,Flatiron,29,1
the-long-room,54352,Gastropub,4.47,401,Times Square,184,0
ayza-wine-and-chocolate-bar,64830,New American,4.53,395,Midtown,85,5
olle,67606,Korean,4.51,371,New York,14,0
the-gallery-bar-neuehouse,51395,Mediterranean,4.54,349,Flatiron,44,0
bondi-sushi-bar-nomad,50903,Sushi,4.47,322,NoMad,15,0
gogi-37,7466,Korean,4.54,274,Midtown,43,0
shelter-brooklyn,54924,Argentinean,4.54,249,Brooklyn,365,1
the-reading-room,65217,American,4.53,203,Midtown,366,0
bar-calico,58940,Cocktail Bar,4.48,187,Gramercy,26,0
benjamin-steakhouse,52321,Steakhouse,4.49,186,New York,313,0
whitmans-hudson-yards,60105,Burgers,4.47,171,New York,45,0
barbounia,60357,Mediterranean,4.47,151,Gramercy,60,0
42913,42913,Australian,4.54,134,Williamsburg,29,1
joy-love-club,62797,Asian,4.54,131,Chelsea,183,0
malii-gramercy,60928,Thai,4.53,128,Gramercy Park,61,0
the-joyce,54191,New American,4.47,99,New York,60,0
tortazo-times-square,67981,Mexican,4.47,73,Times Square,15,0
the-zodiac-room-at-neiman-marcus-hudson-yards,6842,American,4.46,43,Hudson Yards,0,0
macoletta-williamsburg,66692,Italian,4.48,37,Williamsburg,25,0
akdeniz-mediterranean,70931,Mediterranean,4.45,31,Midtown,90,0
brooklyn-diner-43rd,68558,American,4.25,4,New York,123,0
allora-5th-ave,70055,Italian,5.0,3,NoMad,7,0
wine-30,69924,Restaurant + Wine Bar,5.0,3,NoMad,365,0
ruston-cattle-company,69455,Steakhouse,5.0,2,Ennis,4,0
centurion-ny,66930,French,5.0,2,New York,0,30
the-westbury-pub,70920,Pub Fare,5.0,1,New York,6,0
katsuya-ny,71430,Sushi,5.0,None,New York,44,0
the-moore-moore-wine,70879,Mediterranean,5.0,None,Chelsea,42,0
amex-gold-card-presents-make-a-cake-with-milk-bar-powered-by-resy,70704,Event,5.0,None,NoMad,0,0
kokomo-caribbean-restaurant,29456,Caribbean,4.38,6237,Williamsburg,152,2
loulou,35216,French,4.42,5613,Chelsea,58,2
koi-new-york,36445,Japanese,4.44,3096,Bryant Park,90,0
hortus,3255,Asian,4.44,2400,Flatiron,14,0
lamico,58645,Italian,4.36,1710,New York,30,0
sen-sakana,9896,Japanese,4.40,1567,Midtown,44,0
tacombi-empire-state-building,1690,Mexican,4.43,1509,Midtown East,29,1
pergola,53222,Mediterranean,4.41,1454,NoMad,45,0
qanoon,7476,Palestinian,4.44,1287,Chelsea,24,0
laut-singapura,7303,Southeast Asian,4.40,1110,Gramercy,30,0
al-coro,59989,Italian,4.39,982,Chelsea,20,0
chez-francis,53957,French,4.40,845,New York,38,0
amor-loco,52750,Mexican,4.35,796,New York,305,0
the-shakespeare,8446,British,4.36,266,Murray Hill,26,0
stout-bryant-park,51632,American,4.44,247,Midtown,92,0
veronika-at-fotografiska,60031,Local,4.44,238,New York,28,0
houndstooth-pub,6326,American,4.40,231,Garment District,60,0
stout-grand-central,51536,American,4.43,224,Midtown,60,1
tacos-guey,60011,Mexican,4.38,204,Flatiron District,26,0
la-brochette,62860,Kosher,4.44,153,Murray Hill,30,0
peakaboo,60380,Rooftop Lounge,4.38,142,Hudson Yards,4,3
the-flying-cock,65622,Pub Fare,4.36,119,New York,85,0
lambs-bar,60630,Contemporary American,4.36,119,Midtown,19,0
smithy,67700,Wood Fired Fare,4.44,116,Dallas,42,0
mareluna-flatiron,65331,Italian,4.36,99,Flatiron,42,0
ostrica,63523,Seafood,4.39,76,Kips Bay,53,0
little-rascal-greenpoint,67469,Mediterranean,4.44,61,Greenpoint,90,0
tortazo-nomad,65211,Mexican,4.43,51,Nomad,15,0
pippali,51009,Indian,4.36,50,Flatiron,30,0
tartinery-90-park,2069,French,4.42,50,Midtown,0,0
lexpress-ny,60358,French,4.36,44,Gramercy Park/ Flatiron,61,0
freehold-brooklyn,49933,Pizza,4.39,43,Williamsburg,61,0
norikoh_chelsea,60239,Japanese,4.38,21,Chelsea,61,0
the-friki-tiki,68489,Drinks and Snacks,4.38,13,Hell's Kitchen,7,0
electric-lemon,6769,American,4.26,5959,Hudson Yards,28,0
sushi-lab-rooftop,5015,Sushi,4.32,5042,Midtown,61,0
queensyard,4538,American,4.26,4243,Hudson Yards,120,0
el-quijote,58825,Spanish,4.31,1723,Chelsea,13,1
skirt-steak,54599,Contemporary American,4.33,1635,New York,0,365
city-winery-new-york-in-hudson-river-park,37243,Wine,4.31,1584,Chelsea,27,3
versa-nyc,10843,New American,4.28,1241,Midtown,180,0
stout-nyc-flagship,1704,Burgers,4.33,1140,Midtown,21,0
butter-midtown,10095,American,4.34,528,Midtown,21,0
roof-at-park-south,52861,Rooftop Lounge,4.34,341,Nomad,44,1
daintree,59032,Cocktail Bar,4.30,311,New York,21,2
isla-and-co-midtown,58527,Australian,4.25,192,New York,30,0
ayada-thai-chelsea,55206,Thai,4.34,178,New York,7,0
sushi-lounge-hoboken,53707,Sushi,4.30,155,Downtown,180,0
gg-tokyo,59642,Japanese,4.32,143,"Kips Bay, Madison Square Park",21,0
bhatti-indian-grill,47249,Indian,4.30,137,Murray Hill,0,0
the-vine-nyc,58646,International,4.32,78,New York,30,0
everdene,67982,Modern,4.25,55,NoMad,29,1
city-winery-grand-central,65421,Wine,4.25,55,Grand Central,30,0
milk-bar-nyc,66898,American,4.31,22,NoMad,0,48
turntable-chicken-and-rock,60908,Korean Gastropub,4.3,20,New York,92,0
soba-totto,4295,Japanese,4.22,866,Midtown East,12,0
american-whiskey-midtown,2101,American,4.21,822,Chelsea,30,0
apotheke-nomad,64565,Tapas,4.23,708,NoMad,9,0
kamasu-by-kissaki,54905,Sushi,4.23,527,Hudson Yards,30,0
the-ivory-peacock,60988,Cocktail Bar,4.23,519,NoMad,60,0
naked-tomato,50324,Israeli,4.16,349,Hudson Yards,45,0
sei-less,61015,Chinese,4.23,327,Midtown,92,0
halifax-hoboken,59398,American,4.21,264,Hoboken,60,0
il-bastardo,52326,Brunch,4.18,262,Chelsea,24,0
belo-bar,56517,New American,4.16,124,Hoboken,45,0
cosmico,66934,Pan-Latin,4.22,100,Nomad,24,1
ladresse-nomad,55591,New American,4.20,91,NoMad,29,0
black-tap-craft-burgers-and-beer,61025,American,4.23,39,New York,6,15
the-mermaid-oyster-bar-times-square,70602,Seafood,4.16,6,New York,26,0
patisserie-chanson,69579,French,4.2,5,Flatiron District,38,0
wenwen,59536,Taiwanese,4.66,1874,Greenpoint,11,1
casa-enrique,58337,Mexican,4.68,1625,Long Island City,115,7
tabare,1403,Latin American,4.71,1337,Williamsburg,61,0
kfar-brooklyn,65507,Israeli,4.7,1290,Williamsburg,22,0
eavesdrop,58369,Cocktail Bar,4.67,1136,Greenpoint,13,2
reunion-2,6043,Israeli,4.68,1051,Williamsburg,28,2
birds-of-a-feather,63241,Chinese,4.69,991,Williamsburg,59,1
tonchin-brooklyn,59933,Restaurant + Wine Bar,4.68,758,Williamsburg,30,0
cafe-mogador-williamsburg,30073,Middle Eastern,4.73,707,Williamsburg,12,2
ensenada,10380,Mexican,4.65,699,Williamsburg,20,1
glasserie,64695,Mediterranean,4.74,602,Greenpoint,45,0
bar-beau,3224,American,4.65,584,North Williamsburg,30,0
mymoon-restaurant-and-events-venue,3103,Spanish,4.66,574,Williamsburg,8,0
samurai-mama,52150,Japanese,4.66,509,Brooklyn,14,0
torst,37836,American,4.72,417,Greenpoint,21,0
little-choc-apothecary,1471,Vegan,4.65,407,Williamsburg,30,0
deux-chats,62570,French,4.65,374,Williamsburg,20,0
amami-sushi,6771,Japanese,4.68,373,Williamsburg,45,0
tacombi-williamsburg,7942,Mexican,4.73,358,Williamsburg,29,1
chino-grande,60650,New American,4.67,336,Williamsburg,12,0
tailgate-and-cookout,45009,American,4.65,290,Williamsburg,8,0
piesnthighs,64712,Southern,4.68,221,Williamsburg,15,0
mesiba,68979,Middle Eastern,4.73,201,Williamsburg,29,1
otb,33092,New American,4.67,185,Williamsburg,12,0
allswell,39366,American,4.72,179,Williamsburg,30,0
american-brass,69666,New American,4.71,169,Long Island City,27,3
lafolia,59616,American,4.73,160,Midtown East,33,0
rule-of-thirds,6012,Japanese,4.63,7409,Greenpoint,28,0
barano,612,Italian,4.62,5382,South Williamsburg,30,0
marlow-and-sons,417,Oysters,4.61,3310,Williamsburg,16,0
barblondeau,1054,European,4.61,1898,Williamsburg,23,2
strangeways-brooklyn,29262,New American,4.59,1619,Brooklyn,21,0
casa-publica,2122,Mexican,4.59,1452,North Williamsburg,29,1
aldama,52911,Mexican,4.55,1419,Brooklyn,60,0
cafe-colette,2139,American,4.59,1030,Williamsburg,60,1
gertie,2774,Jewish American,4.63,972,Williamsburg,19,1
esme,50754,American,4.58,808,Greenpoint,21,0
citroen,7232,French,4.59,718,Greenpoint,30,0
antica-pesa,60610,Italian,4.58,610,Williamsburg,92,0
bozu,52166,Japanese,4.56,606,Williamsburg,30,0
zaab-zaab,65433,Thai,4.56,204,Williamsburg,92,0
the-rusty-face,59041,Mediterranean,4.55,138,Brooklyn,270,0
ponyboy,6175,American,4.55,134,Greenpoint,18,0
monarch-restaurant,64900,Asian,4.61,131,Brooklyn,366,0
oregano,62665,Italian,4.64,128,Brooklyn,30,0
masquerade,64904,Modern Persian,4.55,72,Williamsburg,51,0
chefs-stopping-aapi-hate-dinner-series,51021,American,4.64,42,New York City,0,0
angeletto,70277,Italian,4.61,21,Midtown East,92,0
lighthouse,465,Mediterranean,4.54,2881,Williamsburg,366,0
kru,63994,Thai,4.52,617,Williamsburg,12,0
cool-world,62813,American,4.52,546,Greenpoint,30,0
